id,sessions,bearings,geometry
131_50,EL6W028_2022_05_29__20_13_52|EL6W028_2022_05_29__20_13_52,348.4|10.2,"POLYGON ((-179890 5818365, -179890 5818445, -179970 5818445, -179970 5818365, -179890 5818365))"
131_51,EL6W028_2022_05_29__20_13_52,10.2,"POLYGON ((-179890 5818445, -179890 5818525, -179970 5818525, -179970 5818445, -179890 5818445))"
131_52,EL6W028_2022_05_29__20_13_52|EL6W028_2022_05_29__20_13_52|EL6W028_2022_05_29__20_13_52|EL6W028_2022_05_29__20_13_52|EL6W028_2022_05_29__20_13_52|EL6W028_2022_05_29__20_13_52|EL6W028_2022_05_29__20_13_52|EL6W028_2022_05_29__20_13_52|EL6W028_2022_05_29__20_13_52|EL6W028_2022_05_29__20_13_52|EL6W028_2022_05_29__20_13_52,10.2|349.7|331.2|314.5|331.8|320.9|295.9|322.7|352.0|0.1|348.4,"POLYGON ((-179890 5818525, -179890 5818605, -179970 5818605, -179970 5818525, -179890 5818525))"
131_53,EL6W028_2022_05_29__20_13_52|EL6W028_2022_05_29__20_13_52,348.4|331.1,"POLYGON ((-179890 5818605, -179890 5818685, -179970 5818685, -179970 5818605, -179890 5818605))"
131_54,EL6W028_2022_05_29__20_13_52|EL6W028_2022_05_29__20_13_52|EL6W028_2022_05_29__20_13_52|EL6W028_2022_05_29__20_13_52|EL6W028_2022_05_29__20_13_52|EL6W028_2022_05_29__20_13_52|EL6W028_2022_05_29__20_13_52|EL6W028_2022_05_29__20_13_52|EL6W028_2022_05_29__20_13_52|EL6W028_2022_05_29__20_13_52|EL6W028_2022_05_29__20_13_52,331.1|341.9|318.5|342.1|7.4|278.4|0.1|278.4|339.2|313.0|286.2,"POLYGON ((-179890 5818685, -179890 5818765, -179970 5818765, -179970 5818685, -179890 5818685))"
131_55,EL6W028_2022_05_29__20_13_52|EL6W028_2022_05_29__20_13_52,230.2|205.0,"POLYGON ((-179890 5818765, -179890 5818845, -179970 5818845, -179970 5818765, -179890 5818765))"
131_59,EL6W028_2022_05_29__20_13_52,230.0,"POLYGON ((-179890 5819085, -179890 5819165, -179970 5819165, -179970 5819085, -179890 5819085))"
131_60,EL6W028_2022_05_29__20_13_52|EL6W028_2022_05_29__20_13_52|EL6W028_2022_05_29__20_13_52|EL6W028_2022_05_29__20_13_52|EL6W028_2022_05_29__20_13_52|EL6W028_2022_05_29__20_13_52|EL6W028_2022_05_29__20_13_52|EL6W028_2022_05_29__20_13_52|EL6W028_2022_05_29__20_13_52|EL6W028_2022_05_29__20_13_52|EL6W028_2022_05_29__20_13_52,217.1|240.3|260.2|217.0|260.3|199.5|0.0|260.3|216.9|260.2|230.0,"POLYGON ((-179890 5819165, -179890 5819245, -179970 5819245, -179970 5819165, -179890 5819165))"
131_103,EL6W028_2022_05_19__20_10_41,235.4,"POLYGON ((-179890 5822605, -179890 5822685, -179970 5822685, -179970 5822605, -179890 5822605))"
132_5,EL6W028_2022_05_27__20_13_39|EL6W028_2022_05_27__20_13_39|EL6W028_2022_05_27__20_13_39|EL6W028_2022_05_27__20_13_39,285.6|318.6|348.6|7.2,"POLYGON ((-179810 5814765, -179810 5814845, -179890 5814845, -179890 5814765, -179810 5814765))"
132_6,EL6W028_2022_05_27__20_13_39|EL6W028_2022_05_27__20_13_39,7.2|348.5,"POLYGON ((-179810 5814845, -179810 5814925, -179890 5814925, -179890 5814845, -179810 5814845))"
132_7,EL6W028_2022_05_27__20_13_39|EL6W028_2022_05_27__20_13_39|EL6W028_2022_05_27__20_13_39|EL6W028_2022_05_27__20_13_39|EL6W028_2022_05_27__20_13_39,178.0|207.8|229.2|348.5|13.8,"POLYGON ((-179810 5814925, -179810 5815005, -179890 5815005, -179890 5814925, -179810 5814925))"
132_8,EL6W028_2022_05_27__20_13_39,13.8,"POLYGON ((-179810 5815005, -179810 5815085, -179890 5815085, -179890 5815005, -179810 5815005))"
132_45,EL6W028_2022_05_29__20_13_52|EL6W028_2022_05_29__20_13_52,239.8|250.4,"POLYGON ((-179810 5817965, -179810 5818045, -179890 5818045, -179890 5817965, -179810 5817965))"
132_47,EL6W028_2022_05_29__20_13_52|EL6W028_2022_05_29__20_13_52|EL6W028_2022_05_29__20_13_52|EL6W028_2022_05_29__20_13_52|EL6W028_2022_05_29__20_13_52|EL6W028_2022_05_29__20_13_52|EL6W028_2022_05_29__20_13_52|EL6W028_2022_05_29__20_13_52|EL6W028_2022_05_29__20_13_52|EL6W028_2022_05_29__20_13_52|EL6W028_2022_05_29__20_13_52|EL6W028_2022_05_29__20_13_52|EL6W028_2022_05_29__20_13_52|EL6W028_2022_05_29__20_13_52|EL6W028_2022_05_29__20_13_52|EL6W028_2022_05_29__20_13_52|EL6W028_2022_05_29__20_13_52|EL6W028_2022_05_29__20_13_52|EL6W028_2022_05_29__20_13_52|EL6W028_2022_05_29__20_13_52,284.0|313.7|349.6|2.3|359.0|1.5|359.3|1.4|359.0|2.1|359.0|1.3|359.1|1.8|359.5|0.5|358.0|0.4|358.4|0.4,"POLYGON ((-179810 5818125, -179810 5818205, -179890 5818205, -179890 5818125, -179810 5818125))"
132_48,EL6W028_2022_05_29__20_13_52|EL6W028_2022_05_29__20_13_52|EL6W028_2022_05_29__20_13_52|EL6W028_2022_05_29__20_13_52|EL6W028_2022_05_29__20_13_52|EL6W028_2022_05_29__20_13_52|EL6W028_2022_05_29__20_13_52|EL6W028_2022_05_29__20_13_52|EL6W028_2022_05_29__20_13_52|EL6W028_2022_05_29__20_13_52|EL6W028_2022_05_29__20_13_52|EL6W028_2022_05_29__20_13_52|EL6W028_2022_05_29__20_13_52|EL6W028_2022_05_29__20_13_52|EL6W028_2022_05_29__20_13_52|EL6W028_2022_05_29__20_13_52,0.4|358.4|0.8|358.7|0.3|358.9|0.3|359.8|0.0|359.9|0.7|359.8|0.6|359.8|0.7|344.6,"POLYGON ((-179810 5818205, -179810 5818285, -179890 5818285, -179890 5818205, -179810 5818205))"
132_49,EL6W028_2022_05_29__20_13_52|EL6W028_2022_05_29__20_13_52|EL6W028_2022_05_29__20_13_52|EL6W028_2022_05_29__20_13_52|EL6W028_2022_05_29__20_13_52,344.6|318.1|346.5|318.2|348.4,"POLYGON ((-179810 5818285, -179810 5818365, -179890 5818365, -179890 5818285, -179810 5818285))"
132_50,EL6W028_2022_05_29__20_13_52,348.4,"POLYGON ((-179810 5818365, -179810 5818445, -179890 5818445, -179890 5818365, -179810 5818365))"
132_54,EL6W028_2022_05_29__20_13_52|EL6W028_2022_05_29__20_13_52,146.8|110.9,"POLYGON ((-179810 5818685, -179810 5818765, -179890 5818765, -179890 5818685, -179810 5818685))"
132_55,EL6W028_2022_05_29__20_13_52|EL6W028_2022_05_29__20_13_52|EL6W028_2022_05_29__20_13_52,205.0|176.3|146.8,"POLYGON ((-179810 5818765, -179810 5818845, -179890 5818845, -179890 5818765, -179810 5818765))"
132_59,EL6W028_2022_05_29__20_13_52|EL6W028_2022_05_29__20_13_52|EL6W028_2022_05_29__20_13_52,230.0|205.9|175.7,"POLYGON ((-179810 5819085, -179810 5819165, -179890 5819165, -179890 5819085, -179810 5819085))"
132_103,EL6W028_2022_05_19__20_10_41,235.4,"POLYGON ((-179810 5822605, -179810 5822685, -179890 5822685, -179890 5822605, -179810 5822605))"
132_104,EL6W028_2022_05_19__20_10_41,235.4,"POLYGON ((-179810 5822685, -179810 5822765, -179890 5822765, -179890 5822685, -179810 5822685))"
133_5,EL6W028_2022_05_27__20_13_39|EL6W028_2022_05_27__20_13_39|EL6W028_2022_05_27__20_13_39|EL6W028_2022_05_27__20_13_39|EL6W028_2022_05_27__20_13_39|EL6W028_2022_05_27__20_13_39,176.5|200.6|225.7|244.7|262.7|285.6,"POLYGON ((-179730 5814765, -179730 5814845, -179810 5814845, -179810 5814765, -179730 5814765))"
133_6,EL6W028_2022_05_27__20_13_39|EL6W028_2022_05_27__20_13_39|EL6W028_2022_05_27__20_13_39,229.2|198.6|176.5,"POLYGON ((-179730 5814845, -179730 5814925, -179810 5814925, -179810 5814845, -179730 5814845))"
133_7,EL6W028_2022_05_27__20_13_39,229.2,"POLYGON ((-179730 5814925, -179730 5815005, -179810 5815005, -179810 5814925, -179730 5814925))"
133_8,EL6W028_2022_05_27__20_13_39,13.8,"POLYGON ((-179730 5815005, -179730 5815085, -179810 5815085, -179810 5815005, -179730 5815005))"
133_9,EL6W028_2022_05_27__20_13_39,13.8,"POLYGON ((-179730 5815085, -179730 5815165, -179810 5815165, -179810 5815085, -179730 5815085))"
133_10,EL6W028_2022_05_27__20_13_39|EL6W028_2022_05_27__20_13_39|EL6W028_2022_05_27__20_13_39,13.8|345.4|324.6,"POLYGON ((-179730 5815165, -179730 5815245, -179810 5815245, -179810 5815165, -179730 5815165))"
133_45,EL6W028_2022_05_29__20_13_52|EL6W028_2022_05_29__20_13_52,209.6|239.8,"POLYGON ((-179730 5817965, -179730 5818045, -179810 5818045, -179810 5817965, -179730 5817965))"
133_54,EL6W028_2022_05_29__20_13_52,110.9,"POLYGON ((-179730 5818685, -179730 5818765, -179810 5818765, -179810 5818685, -179730 5818685))"
133_58,EL6W028_2022_05_29__20_13_52,147.9,"POLYGON ((-179730 5819005, -179730 5819085, -179810 5819085, -179810 5819005, -179730 5819005))"
133_59,EL6W028_2022_05_29__20_13_52|EL6W028_2022_05_29__20_13_52,175.7|147.9,"POLYGON ((-179730 5819085, -179730 5819165, -179810 5819165, -179810 5819085, -179730 5819085))"
133_104,EL6W028_2022_05_19__20_10_41|EL6W028_2022_05_19__20_10_41|EL6W028_2022_05_19__20_10_41|EL6W028_2022_05_19__20_10_41,144.8|172.1|199.6|235.4,"POLYGON ((-179730 5822685, -179730 5822765, -179810 5822765, -179810 5822685, -179730 5822685))"
134_10,EL6W028_2022_05_27__20_13_39,324.6,"POLYGON ((-179650 5815165, -179650 5815245, -179730 5815245, -179730 5815165, -179650 5815165))"
134_11,EL6W028_2022_05_27__20_13_39|EL6W028_2022_05_27__20_13_39,324.6|350.1,"POLYGON ((-179650 5815245, -179650 5815325, -179730 5815325, -179730 5815245, -179650 5815245))"
134_45,EL6W028_2022_05_29__20_13_52|EL6W028_2022_05_29__20_13_52,192.5|209.6,"POLYGON ((-179650 5817965, -179650 5818045, -179730 5818045, -179730 5817965, -179650 5817965))"
134_46,EL6W028_2022_05_29__20_13_52|EL6W028_2022_05_29__20_13_52|EL6W028_2022_05_29__20_13_52,139.8|166.8|192.5,"POLYGON ((-179650 5818045, -179650 5818125, -179730 5818125, -179730 5818045, -179650 5818045))"
134_54,EL6W028_2022_05_29__20_13_52,110.9,"POLYGON ((-179650 5818685, -179650 5818765, -179730 5818765, -179730 5818685, -179650 5818685))"
134_56,EL6W028_2022_05_29__20_13_52,196.6,"POLYGON ((-179650 5818845, -179650 5818925, -179730 5818925, -179730 5818845, -179650 5818845))"
134_57,EL6W028_2022_05_29__20_13_52|EL6W028_2022_05_29__20_13_52|EL6W028_2022_05_29__20_13_52,147.9|175.5|196.6,"POLYGON ((-179650 5818925, -179650 5819005, -179730 5819005, -179730 5818925, -179650 5818925))"
134_58,EL6W028_2022_05_29__20_13_52,147.9,"POLYGON ((-179650 5819005, -179650 5819085, -179730 5819085, -179730 5819005, -179650 5819005))"
134_104,EL6W028_2022_05_19__20_10_41|EL6W028_2022_05_19__20_10_41,118.6|144.8,"POLYGON ((-179650 5822685, -179650 5822765, -179730 5822765, -179730 5822685, -179650 5822685))"
134_105,EL6W028_2022_05_19__20_10_41,118.6,"POLYGON ((-179650 5822765, -179650 5822845, -179730 5822845, -179730 5822765, -179650 5822765))"
135_11,EL6W028_2022_05_27__20_13_39,350.1,"POLYGON ((-179570 5815245, -179570 5815325, -179650 5815325, -179650 5815245, -179570 5815245))"
135_12,EL6W028_2022_05_27__20_13_39|EL6W028_2022_05_27__20_13_39,350.1|9.9,"POLYGON ((-179570 5815325, -179570 5815405, -179650 5815405, -179650 5815325, -179570 5815325))"
135_13,EL6W028_2022_05_27__20_13_39,9.9,"POLYGON ((-179570 5815405, -179570 5815485, -179650 5815485, -179650 5815405, -179570 5815405))"
135_14,EL6W028_2022_05_27__20_13_39|EL6W028_2022_05_27__20_13_39,9.9|351.1,"POLYGON ((-179570 5815485, -179570 5815565, -179650 5815565, -179650 5815485, -179570 5815485))"
135_15,EL6W028_2022_05_27__20_13_39,351.1,"POLYGON ((-179570 5815565, -179570 5815645, -179650 5815645, -179650 5815565, -179570 5815565))"
135_46,EL6W028_2022_05_29__20_13_52|EL6W028_2022_05_29__20_13_52,114.0|139.8,"POLYGON ((-179570 5818045, -179570 5818125, -179650 5818125, -179650 5818045, -179570 5818045))"
135_53,EL6W028_2022_05_29__20_13_52,169.7,"POLYGON ((-179570 5818605, -179570 5818685, -179650 5818685, -179650 5818605, -179570 5818605))"
135_54,EL6W028_2022_05_29__20_13_52|EL6W028_2022_05_29__20_13_52,169.7|110.9,"POLYGON ((-179570 5818685, -179570 5818765, -179650 5818765, -179650 5818685, -179570 5818685))"
135_55,EL6W028_2022_05_29__20_13_52|EL6W028_2022_05_29__20_13_52,196.6|169.7,"POLYGON ((-179570 5818765, -179570 5818845, -179650 5818845, -179650 5818765, -179570 5818765))"
135_56,EL6W028_2022_05_29__20_13_52,196.6,"POLYGON ((-179570 5818845, -179570 5818925, -179650 5818925, -179650 5818845, -179570 5818845))"
135_105,EL6W028_2022_05_19__20_10_41|EL6W028_2022_05_19__20_10_41,95.4|118.6,"POLYGON ((-179570 5822765, -179570 5822845, -179650 5822845, -179650 5822765, -179570 5822765))"
136_15,EL6W028_2022_05_27__20_13_39,351.1,"POLYGON ((-179490 5815565, -179490 5815645, -179570 5815645, -179570 5815565, -179490 5815565))"
136_16,EL6W028_2022_05_27__20_13_39|EL6W028_2022_05_27__20_13_39,351.1|13.5,"POLYGON ((-179490 5815645, -179490 5815725, -179570 5815725, -179570 5815645, -179490 5815645))"
136_17,EL6W028_2022_05_27__20_13_39,13.5,"POLYGON ((-179490 5815725, -179490 5815805, -179570 5815805, -179570 5815725, -179490 5815725))"
136_18,EL6W028_2022_05_27__20_13_39,13.5,"POLYGON ((-179490 5815805, -179490 5815885, -179570 5815885, -179570 5815805, -179490 5815805))"
136_46,EL6W028_2022_05_29__20_13_52,114.0,"POLYGON ((-179490 5818045, -179490 5818125, -179570 5818125, -179570 5818045, -179490 5818045))"
136_50,EL6W028_2022_05_29__20_13_52,191.0,"POLYGON ((-179490 5818365, -179490 5818445, -179570 5818445, -179570 5818365, -179490 5818365))"
136_51,EL6W028_2022_05_29__20_13_52,191.0,"POLYGON ((-179490 5818445, -179490 5818525, -179570 5818525, -179570 5818445, -179490 5818445))"
136_52,EL6W028_2022_05_29__20_13_52|EL6W028_2022_05_29__20_13_52,169.7|191.0,"POLYGON ((-179490 5818525, -179490 5818605, -179570 5818605, -179570 5818525, -179490 5818525))"
136_53,EL6W028_2022_05_29__20_13_52|EL6W028_2022_05_29__20_13_52,169.7|110.9,"POLYGON ((-179490 5818605, -179490 5818685, -179570 5818685, -179570 5818605, -179490 5818605))"
136_54,EL6W028_2022_05_29__20_13_52,110.9,"POLYGON ((-179490 5818685, -179490 5818765, -179570 5818765, -179570 5818685, -179490 5818685))"
136_105,EL6W028_2022_05_19__20_10_41,95.4,"POLYGON ((-179490 5822765, -179490 5822845, -179570 5822845, -179570 5822765, -179490 5822765))"
137_18,EL6W028_2022_05_27__20_13_39,13.5,"POLYGON ((-179410 5815805, -179410 5815885, -179490 5815885, -179490 5815805, -179410 5815805))"
137_19,EL6W028_2022_05_27__20_13_39|EL6W028_2022_05_27__20_13_39,13.5|345.9,"POLYGON ((-179410 5815885, -179410 5815965, -179490 5815965, -179490 5815885, -179410 5815885))"
137_20,EL6W028_2022_05_27__20_13_39,345.9,"POLYGON ((-179410 5815965, -179410 5816045, -179490 5816045, -179490 5815965, -179410 5815965))"
137_46,EL6W028_2022_05_29__20_13_52,114.0,"POLYGON ((-179410 5818045, -179410 5818125, -179490 5818125, -179490 5818045, -179410 5818045))"
137_47,EL6W028_2022_05_29__20_13_52|EL6W028_2022_05_29__20_13_52|EL6W028_2022_05_29__20_13_52|EL6W028_2022_05_29__20_13_52|EL6W028_2022_05_29__20_13_52|EL6W028_2022_05_29__20_13_52|EL6W028_2022_05_29__20_13_52|EL6W028_2022_05_29__20_13_52|EL6W028_2022_05_29__20_13_52|EL6W028_2022_05_29__20_13_52,188.7|173.6|199.8|0.0|199.8|173.5|192.9|163.7|131.7|114.0,"POLYGON ((-179410 5818125, -179410 5818205, -179490 5818205, -179490 5818125, -179410 5818125))"
137_48,EL6W028_2022_05_29__20_13_52|EL6W028_2022_05_29__20_13_52,170.8|188.7,"POLYGON ((-179410 5818205, -179410 5818285, -179490 5818285, -179490 5818205, -179410 5818205))"
137_49,EL6W028_2022_05_29__20_13_52,170.8,"POLYGON ((-179410 5818285, -179410 5818365, -179490 5818365, -179490 5818285, -179410 5818285))"
137_50,EL6W028_2022_05_29__20_13_52|EL6W028_2022_05_29__20_13_52,191.0|170.8,"POLYGON ((-179410 5818365, -179410 5818445, -179490 5818445, -179490 5818365, -179410 5818365))"
137_53,EL6W028_2022_05_29__20_13_52|EL6W028_2022_05_29__20_13_52,110.9|138.7,"POLYGON ((-179410 5818605, -179410 5818685, -179490 5818685, -179490 5818605, -179410 5818605))"
137_105,EL6W028_2022_05_19__20_10_41,95.4,"POLYGON ((-179410 5822765, -179410 5822845, -179490 5822845, -179490 5822765, -179410 5822765))"
138_20,EL6W028_2022_05_27__20_13_39,345.9,"POLYGON ((-179330 5815965, -179330 5816045, -179410 5816045, -179410 5815965, -179330 5815965))"
138_21,EL6W028_2022_05_27__20_13_39|EL6W028_2022_05_27__20_13_39,345.9|16.0,"POLYGON ((-179330 5816045, -179330 5816125, -179410 5816125, -179410 5816045, -179330 5816045))"
138_22,EL6W028_2022_05_27__20_13_39,16.0,"POLYGON ((-179330 5816125, -179330 5816205, -179410 5816205, -179410 5816125, -179330 5816125))"
138_23,EL6W028_2022_05_27__20_13_39,16.0,"POLYGON ((-179330 5816205, -179330 5816285, -179410 5816285, -179410 5816205, -179330 5816205))"
138_52,EL6W028_2022_05_29__20_13_52|EL6W028_2022_05_29__20_13_52|EL6W028_2022_05_29__20_13_52,168.8|192.2|215.9,"POLYGON ((-179330 5818525, -179330 5818605, -179410 5818605, -179410 5818525, -179330 5818525))"
138_53,EL6W028_2022_05_29__20_13_52|EL6W028_2022_05_29__20_13_52,138.7|168.8,"POLYGON ((-179330 5818605, -179330 5818685, -179410 5818685, -179410 5818605, -179330 5818605))"
138_105,EL6W028_2022_05_19__20_10_41,95.4,"POLYGON ((-179330 5822765, -179330 5822845, -179410 5822845, -179410 5822765, -179330 5822765))"
138_106,EL6W028_2022_05_19__20_10_41,95.4,"POLYGON ((-179330 5822845, -179330 5822925, -179410 5822925, -179410 5822845, -179330 5822845))"
139_23,EL6W028_2022_05_27__20_13_39|EL6W028_2022_05_27__20_13_39|EL6W028_2022_05_27__20_13_39,16.0|347.1|319.4,"POLYGON ((-179250 5816205, -179250 5816285, -179330 5816285, -179330 5816205, -179250 5816205))"
139_24,EL6W028_2022_05_27__20_13_39|EL6W028_2022_05_27__20_13_39|EL6W028_2022_05_27__20_13_39,319.4|303.6|319.8,"POLYGON ((-179250 5816285, -179250 5816365, -179330 5816365, -179330 5816285, -179250 5816285))"
139_52,EL6W028_2022_05_29__20_13_52|EL6W028_2022_05_29__20_13_52|EL6W028_2022_05_29__20_13_52|EL6W028_2022_05_29__20_13_52|EL6W028_2022_05_29__20_13_52|EL6W028_2022_05_29__20_13_52|EL6W028_2022_05_29__20_13_52|EL6W028_2022_05_29__20_13_52|EL6W028_2022_05_29__20_13_52|EL6W028_2022_05_29__20_13_52|EL6W028_2022_05_29__20_13_52|EL6W028_2022_05_29__20_13_52|EL6W028_2022_05_29__20_13_52|EL6W028_2022_05_29__20_13_52,215.9|240.3|263.9|288.5|308.8|286.6|308.1|319.6|284.0|318.1|285.0|237.9|280.6|238.7,"POLYGON ((-179250 5818525, -179250 5818605, -179330 5818605, -179330 5818525, -179250 5818525))"
139_106,EL6W028_2022_05_19__20_10_41,95.4,"POLYGON ((-179250 5822845, -179250 5822925, -179330 5822925, -179330 5822845, -179250 5822845))"
140_24,EL6W028_2022_05_27__20_13_39|EL6W028_2022_05_27__20_13_39,319.8|333.1,"POLYGON ((-179170 5816285, -179170 5816365, -179250 5816365, -179250 5816285, -179170 5816285))"
140_25,EL6W028_2022_05_27__20_13_39|EL6W028_2022_05_27__20_13_39|EL6W028_2022_05_27__20_13_39|EL6W028_2022_05_27__20_13_39,333.1|303.4|276.4|249.5,"POLYGON ((-179170 5816365, -179170 5816445, -179250 5816445, -179250 5816365, -179170 5816365))"
140_52,EL6W028_2022_05_29__20_13_52|EL6W028_2022_05_29__20_13_52|EL6W028_2022_05_29__20_13_52|EL6W028_2022_05_29__20_13_52|EL6W028_2022_05_29__20_13_52|EL6W028_2022_05_29__20_13_52,238.7|280.2|239.4|215.8|239.8|221.6,"POLYGON ((-179170 5818525, -179170 5818605, -179250 5818605, -179250 5818525, -179170 5818525))"
140_106,EL6W028_2022_05_19__20_10_41,95.4,"POLYGON ((-179170 5822845, -179170 5822925, -179250 5822925, -179250 5822845, -179170 5822845))"
141_24,EL6W028_2022_05_27__20_13_39,249.5,"POLYGON ((-179090 5816285, -179090 5816365, -179170 5816365, -179170 5816285, -179090 5816285))"
141_25,EL6W028_2022_05_27__20_13_39,249.5,"POLYGON ((-179090 5816365, -179090 5816445, -179170 5816445, -179170 5816365, -179090 5816365))"
141_52,EL6W028_2022_05_29__20_13_52|EL6W028_2022_05_29__20_13_52,221.6|250.4,"POLYGON ((-179090 5818525, -179090 5818605, -179170 5818605, -179170 5818525, -179090 5818525))"
141_106,EL6W028_2022_05_19__20_10_41,95.4,"POLYGON ((-179090 5822845, -179090 5822925, -179170 5822925, -179170 5822845, -179090 5822845))"
142_10,EL6W028_2022_05_21__08_54_51|EL6W028_2022_05_21__08_54_51|EL6W028_2022_05_21__08_54_51,10.1|349.4|321.0,"POLYGON ((-179010 5815165, -179010 5815245, -179090 5815245, -179090 5815165, -179010 5815165))"
142_24,EL6W028_2022_05_27__20_13_39|EL6W028_2022_05_27__20_13_39,249.5|281.5,"POLYGON ((-179010 5816285, -179010 5816365, -179090 5816365, -179090 5816285, -179010 5816285))"
142_52,EL6W028_2022_05_29__20_13_52,250.4,"POLYGON ((-179010 5818525, -179010 5818605, -179090 5818605, -179090 5818525, -179010 5818525))"
142_106,EL6W028_2022_05_19__20_10_41,95.4,"POLYGON ((-179010 5822845, -179010 5822925, -179090 5822925, -179090 5822845, -179010 5822845))"
143_7,EL6W028_2022_05_21__08_54_51,345.9,"POLYGON ((-178930 5814925, -178930 5815005, -179010 5815005, -179010 5814925, -178930 5814925))"
143_8,EL6W028_2022_05_21__08_54_51,345.9,"POLYGON ((-178930 5815005, -178930 5815085, -179010 5815085, -179010 5815005, -178930 5815005))"
143_9,EL6W028_2022_05_21__08_54_51,345.9,"POLYGON ((-178930 5815085, -178930 5815165, -179010 5815165, -179010 5815085, -178930 5815085))"
143_10,EL6W028_2022_05_21__08_54_51|EL6W028_2022_05_21__08_54_51|EL6W028_2022_05_21__08_54_51|EL6W028_2022_05_21__08_54_51|EL6W028_2022_05_21__08_54_51|EL6W028_2022_05_21__08_54_51|EL6W028_2022_05_21__08_54_51|EL6W028_2022_05_21__08_54_51,345.9|6.6|356.4|0.0|73.3|10.1|321.0|292.7,"POLYGON ((-178930 5815165, -178930 5815245, -179010 5815245, -179010 5815165, -178930 5815165))"
143_11,EL6W028_2022_05_21__08_54_51|EL6W028_2022_05_21__08_54_51|EL6W028_2022_05_21__08_54_51|EL6W028_2022_05_21__08_54_51|EL6W028_2022_05_21__08_54_51|EL6W028_2022_05_21__08_54_51|EL6W028_2022_05_21__08_54_51|EL6W028_2022_05_21__08_54_51|EL6W028_2022_05_21__08_54_51|EL6W028_2022_05_21__08_54_51|EL6W028_2022_05_21__08_54_51|EL6W028_2022_05_21__08_54_51|EL6W028_2022_05_21__08_54_51|EL6W028_2022_05_21__08_54_51,292.7|309.5|284.3|295.9|262.1|301.3|262.1|0.0|82.1|0.0|320.6|262.1|320.6|289.5,"POLYGON ((-178930 5815245, -178930 5815325, -179010 5815325, -179010 5815245, -178930 5815245))"
143_12,EL6W028_2022_05_21__08_54_51,358.8,"POLYGON ((-178930 5815325, -178930 5815405, -179010 5815405, -179010 5815325, -178930 5815325))"
143_24,EL6W028_2022_05_27__20_13_39,281.5,"POLYGON ((-178930 5816285, -178930 5816365, -179010 5816365, -179010 5816285, -178930 5816285))"
143_25,EL6W028_2022_05_27__20_13_39,281.5,"POLYGON ((-178930 5816365, -178930 5816445, -179010 5816445, -179010 5816365, -178930 5816365))"
143_51,EL6W028_2022_05_29__20_13_52,250.4,"POLYGON ((-178930 5818445, -178930 5818525, -179010 5818525, -179010 5818445, -178930 5818445))"
143_52,EL6W028_2022_05_29__20_13_52,250.4,"POLYGON ((-178930 5818525, -178930 5818605, -179010 5818605, -179010 5818525, -178930 5818525))"
143_106,EL6W028_2022_05_19__20_10_41,95.4,"POLYGON ((-178930 5822845, -178930 5822925, -179010 5822925, -179010 5822845, -178930 5822845))"
144_5,EL6W028_2022_05_21__08_54_51|EL6W028_2022_05_21__08_54_51,55.5|16.2,"POLYGON ((-178850 5814765, -178850 5814845, -178930 5814845, -178930 5814765, -178850 5814765))"
144_6,EL6W028_2022_05_21__08_54_51,16.2,"POLYGON ((-178850 5814845, -178850 5814925, -178930 5814925, -178930 5814845, -178850 5814845))"
144_7,EL6W028_2022_05_21__08_54_51|EL6W028_2022_05_21__08_54_51|EL6W028_2022_05_21__08_54_51,16.2|0.6|345.9,"POLYGON ((-178850 5814925, -178850 5815005, -178930 5815005, -178930 5814925, -178850 5814925))"
144_9,EL6W028_2022_05_21__08_54_51|EL6W028_2022_05_21__08_54_51|EL6W028_2022_05_21__08_54_51|EL6W028_2022_05_21__08_54_51|EL6W028_2022_05_21__08_54_51|EL6W028_2022_05_21__08_54_51|EL6W028_2022_05_21__08_54_51|EL6W028_2022_05_21__08_54_51|EL6W028_2022_05_21__08_54_51|EL6W028_2022_05_21__08_54_51|EL6W028_2022_05_21__08_54_51|EL6W028_2022_05_21__08_54_51|EL6W028_2022_05_21__08_54_51|EL6W028_2022_05_21__08_54_51,166.0|173.1|152.6|128.1|103.2|81.7|56.7|72.6|50.5|65.9|43.0|65.8|29.7|356.2,"POLYGON ((-178850 5815085, -178850 5815165, -178930 5815165, -178930 5815085, -178850 5815085))"
144_10,EL6W028_2022_05_21__08_54_51|EL6W028_2022_05_21__08_54_51|EL6W028_2022_05_21__08_54_51|EL6W028_2022_05_21__08_54_51|EL6W028_2022_05_21__08_54_51|EL6W028_2022_05_21__08_54_51,195.6|166.0|196.4|173.1|356.2|14.8,"POLYGON ((-178850 5815165, -178850 5815245, -178930 5815245, -178930 5815165, -178850 5815165))"
