id,sessions,bearings,geometry
159_58,EL6W028_2022_05_29__20_13_52,326.4,"POLYGON ((-177650 5819005, -177650 5819085, -177730 5819085, -177730 5819005, -177650 5819005))"
159_59,EL6W028_2022_05_29__20_13_52|EL6W028_2022_05_29__20_13_52|EL6W028_2022_05_29__20_13_52,326.4|350.2|13.6,"POLYGON ((-177650 5819085, -177650 5819165, -177730 5819165, -177730 5819085, -177650 5819085))"
159_60,EL6W028_2022_05_29__20_13_52|EL6W028_2022_05_29__20_13_52|EL6W028_2022_05_19__20_10_41,13.6|35.6|315.7,"POLYGON ((-177650 5819165, -177650 5819245, -177730 5819245, -177730 5819165, -177650 5819165))"
159_61,EL6W028_2022_05_19__20_10_41,315.7,"POLYGON ((-177650 5819245, -177650 5819325, -177730 5819325, -177730 5819245, -177650 5819245))"
159_100,EL6W028_2022_05_19__20_10_41,41.7,"POLYGON ((-177650 5822365, -177650 5822445, -177730 5822445, -177730 5822365, -177650 5822365))"
159_101,EL6W028_2022_05_19__20_10_41,41.7,"POLYGON ((-177650 5822445, -177650 5822525, -177730 5822525, -177730 5822445, -177650 5822445))"
160_17,EL6W028_2022_05_21__08_54_51,243.5,"POLYGON ((-177570 5815725, -177570 5815805, -177650 5815805, -177650 5815725, -177570 5815725))"
160_18,EL6W028_2022_05_21__08_54_51,243.5,"POLYGON ((-177570 5815805, -177570 5815885, -177650 5815885, -177650 5815805, -177570 5815805))"
160_27,EL6W028_2022_05_27__20_13_39|EL6W028_2022_05_21__08_54_51,183.2|183.0,"POLYGON ((-177570 5816525, -177570 5816605, -177650 5816605, -177650 5816525, -177570 5816525))"
160_28,EL6W028_2022_05_27__20_13_39|EL6W028_2022_05_27__20_13_39|EL6W028_2022_05_21__08_54_51|EL6W028_2022_05_21__08_54_51|EL6W028_2022_05_21__07_54_51,210.3|183.2|213.3|183.0|14.7,"POLYGON ((-177570 5816605, -177570 5816685, -177650 5816685, -177650 5816605, -177570 5816605))"
160_29,EL6W028_2022_05_27__20_13_39|EL6W028_2022_05_21__08_54_51|EL6W028_2022_05_21__07_54_51|EL6W028_2022_05_21__07_54_51|EL6W028_2022_05_21__07_54_51|EL6W028_2022_05_21__07_54_51|EL6W028_2022_05_21__07_54_51|EL6W028_2022_05_21__07_54_51|EL6W028_2022_05_21__07_54_51|EL6W028_2022_05_21__07_54_51|EL6W028_2022_05_21__07_54_51|EL6W028_2022_05_21__07_54_51|EL6W028_2022_05_21__07_54_51|EL6W028_2022_05_21__07_54_51|EL6W028_2022_05_21__07_54_51|EL6W028_2022_05_21__07_54_51|EL6W028_2022_05_21__07_54_51|EL6W028_2022_05_21__07_54_51|EL6W028_2022_05_21__07_54_51|EL6W028_2022_05_21__07_54_51,210.3|213.3|14.7|43.4|81.9|0.0|23.2|0.0|261.9|0.0|81.9|0.0|261.9|0.0|81.9|42.2|23.1|42.6|68.6|94.0,"POLYGON ((-177570 5816685, -177570 5816765, -177650 5816765, -177650 5816685, -177570 5816685))"
160_31,EL6W028_2022_05_21__08_54_51,219.3,"POLYGON ((-177570 5816845, -177570 5816925, -177650 5816925, -177650 5816845, -177570 5816845))"
160_32,EL6W028_2022_05_21__08_54_51|EL6W028_2022_05_21__08_54_51,181.0|219.3,"POLYGON ((-177570 5816925, -177570 5817005, -177650 5817005, -177650 5816925, -177570 5816925))"
160_43,EL6W028_2022_05_29__20_13_52|EL6W028_2022_05_29__20_13_52|EL6W028_2022_05_29__20_13_52|EL6W028_2022_05_29__20_13_52|EL6W028_2022_05_29__20_13_52|EL6W028_2022_05_29__20_13_52|EL6W028_2022_05_29__20_13_52|EL6W028_2022_05_29__20_13_52|EL6W028_2022_05_29__20_13_52|EL6W028_2022_05_29__20_13_52|EL6W028_2022_05_29__20_13_52|EL6W028_2022_05_29__20_13_52|EL6W028_2022_05_29__20_13_52|EL6W028_2022_05_29__20_13_52|EL6W028_2022_05_29__20_13_52|EL6W028_2022_05_29__20_13_52|EL6W028_2022_05_29__20_13_52|EL6W028_2022_05_29__20_13_52|EL6W028_2022_05_19__20_10_41|EL6W028_2022_05_19__20_10_41|EL6W028_2022_05_19__20_10_41|EL6W028_2022_05_19__20_10_41|EL6W028_2022_05_19__20_10_41|EL6W028_2022_05_19__20_10_41|EL6W028_2022_05_19__20_10_41|EL6W028_2022_05_19__20_10_41|EL6W028_2022_05_19__20_10_41|EL6W028_2022_05_19__20_10_41|EL6W028_2022_05_19__20_10_41|EL6W028_2022_05_19__20_10_41|EL6W028_2022_05_19__20_10_41|EL6W028_2022_05_19__20_10_41|EL6W028_2022_05_19__20_10_41|EL6W028_2022_05_19__20_10_41|EL6W028_2022_05_19__20_10_41|EL6W028_2022_05_19__20_10_41|EL6W028_2022_05_19__20_10_41|EL6W028_2022_05_19__20_10_41|EL6W028_2022_05_19__20_10_41,229.3|254.1|225.0|254.2|220.3|254.3|204.6|254.3|0.0|254.3|74.3|0.0|254.3|0.0|254.3|213.9|254.5|248.5|52.3|73.8|39.5|73.7|32.8|73.7|0.0|73.7|0.0|73.7|0.0|253.8|73.7|0.0|73.7|32.6|73.5|43.9|73.4|51.5|25.6,"POLYGON ((-177570 5817805, -177570 5817885, -177650 5817885, -177650 5817805, -177570 5817805))"
160_57,EL6W028_2022_05_29__20_13_52|EL6W028_2022_05_29__20_13_52,345.6|326.4,"POLYGON ((-177570 5818925, -177570 5819005, -177650 5819005, -177650 5818925, -177570 5818925))"
160_58,EL6W028_2022_05_29__20_13_52,326.4,"POLYGON ((-177570 5819005, -177570 5819085, -177650 5819085, -177650 5819005, -177570 5819005))"
160_61,EL6W028_2022_05_19__20_10_41|EL6W028_2022_05_19__20_10_41|EL6W028_2022_05_19__20_10_41,315.7|340.8|357.1,"POLYGON ((-177570 5819245, -177570 5819325, -177650 5819325, -177650 5819245, -177570 5819245))"
160_99,EL6W028_2022_05_19__20_10_41,343.5,"POLYGON ((-177570 5822285, -177570 5822365, -177650 5822365, -177650 5822285, -177570 5822285))"
160_100,EL6W028_2022_05_19__20_10_41|EL6W028_2022_05_19__20_10_41|EL6W028_2022_05_19__20_10_41|EL6W028_2022_05_19__20_10_41,343.5|359.3|18.0|41.7,"POLYGON ((-177570 5822365, -177570 5822445, -177650 5822445, -177650 5822365, -177570 5822365))"
161_18,EL6W028_2022_05_21__08_54_51,243.5,"POLYGON ((-177490 5815805, -177490 5815885, -177570 5815885, -177570 5815805, -177490 5815805))"
161_25,EL6W028_2022_05_27__20_13_39|EL6W028_2022_05_27__20_13_39|EL6W028_2022_05_21__08_54_51|EL6W028_2022_05_21__08_54_51|EL6W028_2022_05_21__08_54_51|EL6W028_2022_05_21__08_54_51|EL6W028_2022_05_21__08_54_51|EL6W028_2022_05_21__08_54_51|EL6W028_2022_05_21__07_54_51,163.1|197.9|163.2|122.2|181.7|0.0|177.7|194.4|343.6,"POLYGON ((-177490 5816365, -177490 5816445, -177570 5816445, -177570 5816365, -177490 5816365))"
161_26,EL6W028_2022_05_27__20_13_39|EL6W028_2022_05_21__08_54_51|EL6W028_2022_05_21__07_54_51,163.1|163.2|343.6,"POLYGON ((-177490 5816445, -177490 5816525, -177570 5816525, -177570 5816445, -177490 5816445))"
161_27,EL6W028_2022_05_27__20_13_39|EL6W028_2022_05_27__20_13_39|EL6W028_2022_05_21__08_54_51|EL6W028_2022_05_21__08_54_51|EL6W028_2022_05_21__07_54_51,183.2|163.1|183.0|163.2|343.6,"POLYGON ((-177490 5816525, -177490 5816605, -177570 5816605, -177570 5816525, -177490 5816525))"
161_28,EL6W028_2022_05_21__07_54_51|EL6W028_2022_05_21__07_54_51|EL6W028_2022_05_21__07_54_51,343.6|359.4|14.7,"POLYGON ((-177490 5816605, -177490 5816685, -177570 5816685, -177570 5816605, -177490 5816605))"
161_32,EL6W028_2022_05_21__08_54_51|EL6W028_2022_05_21__08_54_51,151.2|181.0,"POLYGON ((-177490 5816925, -177490 5817005, -177570 5817005, -177570 5816925, -177490 5816925))"
161_33,EL6W028_2022_05_21__08_54_51,151.2,"POLYGON ((-177490 5817005, -177490 5817085, -177570 5817085, -177570 5817005, -177490 5817005))"
161_42,EL6W028_2022_05_29__20_13_52,248.5,"POLYGON ((-177490 5817725, -177490 5817805, -177570 5817805, -177570 5817725, -177490 5817725))"
161_43,EL6W028_2022_05_29__20_13_52|EL6W028_2022_05_19__20_10_41|EL6W028_2022_05_19__20_10_41,248.5|71.4|52.3,"POLYGON ((-177490 5817805, -177490 5817885, -177570 5817885, -177570 5817805, -177490 5817805))"
161_56,EL6W028_2022_05_29__20_13_52|EL6W028_2022_05_29__20_13_52,34.2|10.1,"POLYGON ((-177490 5818845, -177490 5818925, -177570 5818925, -177570 5818845, -177490 5818845))"
161_57,EL6W028_2022_05_29__20_13_52|EL6W028_2022_05_29__20_13_52,10.1|345.6,"POLYGON ((-177490 5818925, -177490 5819005, -177570 5819005, -177570 5818925, -177490 5818925))"
161_61,EL6W028_2022_05_19__20_10_41|EL6W028_2022_05_19__20_10_41,357.1|11.9,"POLYGON ((-177490 5819245, -177490 5819325, -177570 5819325, -177570 5819245, -177490 5819245))"
161_62,EL6W028_2022_05_19__20_10_41|EL6W028_2022_05_19__20_10_41,11.9|43.9,"POLYGON ((-177490 5819325, -177490 5819405, -177570 5819405, -177570 5819325, -177490 5819325))"
161_98,EL6W028_2022_05_19__20_10_41,317.4,"POLYGON ((-177490 5822205, -177490 5822285, -177570 5822285, -177570 5822205, -177490 5822205))"
161_99,EL6W028_2022_05_19__20_10_41|EL6W028_2022_05_19__20_10_41,317.4|343.5,"POLYGON ((-177490 5822285, -177490 5822365, -177570 5822365, -177570 5822285, -177490 5822285))"
162_18,EL6W028_2022_05_21__08_54_51|EL6W028_2022_05_21__08_54_51,226.3|243.5,"POLYGON ((-177410 5815805, -177410 5815885, -177490 5815885, -177490 5815805, -177410 5815805))"
162_23,EL6W028_2022_05_27__20_13_39|EL6W028_2022_05_27__20_13_39|EL6W028_2022_05_27__20_13_39|EL6W028_2022_05_27__20_13_39|EL6W028_2022_05_27__20_13_39|EL6W028_2022_05_27__20_13_39|EL6W028_2022_05_21__08_54_51|EL6W028_2022_05_21__08_54_51|EL6W028_2022_05_21__08_54_51|EL6W028_2022_05_21__08_54_51|EL6W028_2022_05_21__08_54_51|EL6W028_2022_05_21__08_54_51|EL6W028_2022_05_21__08_54_51|EL6W028_2022_05_21__08_54_51|EL6W028_2022_05_21__07_54_51|EL6W028_2022_05_21__07_54_51|EL6W028_2022_05_21__07_54_51|EL6W028_2022_05_21__07_54_51|EL6W028_2022_05_21__07_54_51|EL6W028_2022_05_21__07_54_51|EL6W028_2022_05_21__07_54_51|EL6W028_2022_05_21__07_54_51,201.3|223.9|241.6|276.5|258.1|304.7|195.8|217.7|242.7|258.6|275.3|323.2|148.0|170.2|11.8|196.7|220.5|242.5|260.6|280.4|302.6|15.8,"POLYGON ((-177410 5816205, -177410 5816285, -177490 5816285, -177490 5816205, -177410 5816205))"
162_24,EL6W028_2022_05_27__20_13_39|EL6W028_2022_05_27__20_13_39|EL6W028_2022_05_27__20_13_39|EL6W028_2022_05_27__20_13_39|EL6W028_2022_05_27__20_13_39|EL6W028_2022_05_27__20_13_39|EL6W028_2022_05_27__20_13_39|EL6W028_2022_05_27__20_13_39|EL6W028_2022_05_27__20_13_39|EL6W028_2022_05_27__20_13_39|EL6W028_2022_05_27__20_13_39|EL6W028_2022_05_27__20_13_39|EL6W028_2022_05_27__20_13_39|EL6W028_2022_05_27__20_13_39|EL6W028_2022_05_27__20_13_39|EL6W028_2022_05_27__20_13_39|EL6W028_2022_05_27__20_13_39|EL6W028_2022_05_27__20_13_39|EL6W028_2022_05_27__20_13_39|EL6W028_2022_05_27__20_13_39|EL6W028_2022_05_27__20_13_39|EL6W028_2022_05_27__20_13_39|EL6W028_2022_05_21__08_54_51|EL6W028_2022_05_21__08_54_51|EL6W028_2022_05_21__08_54_51|EL6W028_2022_05_21__08_54_51|EL6W028_2022_05_21__08_54_51|EL6W028_2022_05_21__08_54_51|EL6W028_2022_05_21__08_54_51|EL6W028_2022_05_21__08_54_51|EL6W028_2022_05_21__08_54_51|EL6W028_2022_05_21__08_54_51|EL6W028_2022_05_21__08_54_51|EL6W028_2022_05_21__08_54_51|EL6W028_2022_05_21__08_54_51|EL6W028_2022_05_21__08_54_51|EL6W028_2022_05_21__08_54_51|EL6W028_2022_05_21__08_54_51|EL6W028_2022_05_21__08_54_51|EL6W028_2022_05_21__08_54_51|EL6W028_2022_05_21__07_54_51|EL6W028_2022_05_21__07_54_51|EL6W028_2022_05_21__07_54_51|EL6W028_2022_05_21__07_54_51|EL6W028_2022_05_21__07_54_51|EL6W028_2022_05_21__07_54_51|EL6W028_2022_05_21__07_54_51|EL6W028_2022_05_21__07_54_51|EL6W028_2022_05_21__07_54_51|EL6W028_2022_05_21__07_54_51|EL6W028_2022_05_21__07_54_51|EL6W028_2022_05_21__07_54_51|EL6W028_2022_05_21__07_54_51|EL6W028_2022_05_21__07_54_51|EL6W028_2022_05_21__07_54_51|EL6W028_2022_05_21__07_54_51|EL6W028_2022_05_21__07_54_51|EL6W028_2022_05_21__07_54_51|EL6W028_2022_05_21__07_54_51|EL6W028_2022_05_21__07_54_51|EL6W028_2022_05_21__07_54_51|EL6W028_2022_05_21__07_54_51|EL6W028_2022_05_21__07_54_51|EL6W028_2022_05_21__07_54_51|EL6W028_2022_05_21__07_54_51|EL6W028_2022_05_21__07_54_51|EL6W028_2022_05_21__07_54_51|EL6W028_2022_05_21__07_54_51|EL6W028_2022_05_21__07_54_51|EL6W028_2022_05_21__07_54_51|EL6W028_2022_05_21__07_54_51|EL6W028_2022_05_21__07_54_51|EL6W028_2022_05_21__07_54_51|EL6W028_2022_05_21__07_54_51|EL6W028_2022_05_21__07_54_51|EL6W028_2022_05_21__07_54_51|EL6W028_2022_05_21__07_54_51|EL6W028_2022_05_21__07_54_51|EL6W028_2022_05_21__07_54_51|EL6W028_2022_05_21__07_54_51|EL6W028_2022_05_21__07_54_51|EL6W028_2022_05_21__07_54_51|EL6W028_2022_05_21__07_54_51|EL6W028_2022_05_21__07_54_51|EL6W028_2022_05_21__07_54_51|EL6W028_2022_05_21__07_54_51|EL6W028_2022_05_21__07_54_51|EL6W028_2022_05_21__07_54_51|EL6W028_2022_05_21__07_54_51|EL6W028_2022_05_21__07_54_51|EL6W028_2022_05_21__07_54_51|EL6W028_2022_05_21__07_54_51|EL6W028_2022_05_21__07_54_51|EL6W028_2022_05_21__07_54_51|EL6W028_2022_05_21__07_54_51|EL6W028_2022_05_21__07_54_51|EL6W028_2022_05_21__07_54_51|EL6W028_2022_05_21__07_54_51|EL6W028_2022_05_21__07_54_51|EL6W028_2022_05_21__07_54_51|EL6W028_2022_05_21__07_54_51|EL6W028_2022_05_21__07_54_51|EL6W028_2022_05_21__07_54_51|EL6W028_2022_05_21__07_54_51|EL6W028_2022_05_21__07_54_51|EL6W028_2022_05_21__07_54_51|EL6W028_2022_05_21__07_54_51|EL6W028_2022_05_21__07_54_51|EL6W028_2022_05_21__07_54_51|EL6W028_2022_05_21__07_54_51|EL6W028_2022_05_21__07_54_51|EL6W028_2022_05_21__07_54_51|EL6W028_2022_05_21__07_54_51|EL6W028_2022_05_21__07_54_51|EL6W028_2022_05_21__07_54_51|EL6W028_2022_05_21__07_54_51|EL6W028_2022_05_21__07_54_51|EL6W028_2022_05_21__07_54_51,197.9|212.3|261.8|0.0|202.9|0.0|261.8|0.0|172.5|261.8|202.8|0.0|221.8|202.8|261.8|202.8|261.8|172.5|261.8|0.0|202.7|201.3|194.4|257.7|0.0|77.7|0.0|257.7|0.0|77.7|0.0|195.5|0.0|195.5|0.0|257.6|0.0|175.1|0.0|195.8|11.8|30.2|60.1|43.1|55.8|82.2|53.7|82.2|53.7|82.2|99.2|115.2|97.3|113.9|97.3|115.2|106.3|131.8|154.7|172.3|189.1|172.3|189.1|172.3|0.0|352.3|23.3|352.3|23.4|352.3|14.9|42.7|18.7|42.7|82.1|352.3|23.5|0.0|172.3|262.1|203.5|262.0|203.5|262.0|228.2|262.0|239.6|262.0|233.2|262.0|284.5|262.0|290.9|262.0|301.7|262.0|0.0|262.0|0.0|321.0|262.0|291.5|309.7|262.1|320.8|0.0|262.1|320.8|301.5|262.1|283.7|259.5|243.9|206.9|175.1|0.0|196.7|15.8,"POLYGON ((-177410 5816285, -177410 5816365, -177490 5816365, -177490 5816285, -177410 5816285))"
162_25,EL6W028_2022_05_27__20_13_39|EL6W028_2022_05_21__08_54_51|EL6W028_2022_05_21__08_54_51|EL6W028_2022_05_21__08_54_51|EL6W028_2022_05_21__08_54_51|EL6W028_2022_05_21__08_54_51|EL6W028_2022_05_21__08_54_51|EL6W028_2022_05_21__08_54_51|EL6W028_2022_05_21__08_54_51|EL6W028_2022_05_21__08_54_51|EL6W028_2022_05_21__08_54_51|EL6W028_2022_05_21__08_54_51|EL6W028_2022_05_21__08_54_51|EL6W028_2022_05_21__08_54_51|EL6W028_2022_05_21__08_54_51|EL6W028_2022_05_21__07_54_51|EL6W028_2022_05_21__07_54_51|EL6W028_2022_05_21__07_54_51|EL6W028_2022_05_21__07_54_51|EL6W028_2022_05_21__07_54_51|EL6W028_2022_05_21__07_54_51|EL6W028_2022_05_21__07_54_51|EL6W028_2022_05_21__07_54_51|EL6W028_2022_05_21__07_54_51|EL6W028_2022_05_21__07_54_51|EL6W028_2022_05_21__07_54_51|EL6W028_2022_05_21__07_54_51|EL6W028_2022_05_21__07_54_51|EL6W028_2022_05_21__07_54_51|EL6W028_2022_05_21__07_54_51,197.9|177.7|193.8|233.4|323.9|354.2|9.3|130.3|1.3|130.0|3.9|129.7|8.7|352.3|194.4|15.8|0.2|358.0|19.8|212.5|191.5|0.0|299.1|203.3|223.1|205.8|233.5|275.1|307.8|343.6,"POLYGON ((-177410 5816365, -177410 5816445, -177490 5816445, -177490 5816365, -177410 5816365))"
162_26,EL6W028_2022_05_21__08_54_51|EL6W028_2022_05_21__08_54_51|EL6W028_2022_05_21__08_54_51|EL6W028_2022_05_21__08_54_51|EL6W028_2022_05_21__08_54_51|EL6W028_2022_05_21__08_54_51|EL6W028_2022_05_21__07_54_51|EL6W028_2022_05_21__07_54_51|EL6W028_2022_05_21__07_54_51|EL6W028_2022_05_21__07_54_51|EL6W028_2022_05_21__07_54_51|EL6W028_2022_05_21__07_54_51|EL6W028_2022_05_21__07_54_51|EL6W028_2022_05_21__07_54_51|EL6W028_2022_05_21__07_54_51|EL6W028_2022_05_21__07_54_51|EL6W028_2022_05_21__07_54_51|EL6W028_2022_05_21__07_54_51|EL6W028_2022_05_21__07_54_51|EL6W028_2022_05_21__07_54_51,352.3|323.0|295.1|249.2|207.9|194.4|19.8|38.8|100.0|32.8|0.0|280.0|100.0|0.0|32.8|100.0|32.9|43.8|242.2|212.5,"POLYGON ((-177410 5816445, -177410 5816525, -177490 5816525, -177490 5816445, -177410 5816445))"
162_33,EL6W028_2022_05_21__08_54_51,151.2,"POLYGON ((-177410 5817005, -177410 5817085, -177490 5817085, -177490 5817005, -177410 5817005))"
162_34,EL6W028_2022_05_21__08_54_51|EL6W028_2022_05_21__08_54_51,175.5|151.2,"POLYGON ((-177410 5817085, -177410 5817165, -177490 5817165, -177490 5817085, -177410 5817085))"
162_35,EL6W028_2022_05_21__08_54_51|EL6W028_2022_05_21__08_54_51,205.1|175.5,"POLYGON ((-177410 5817165, -177410 5817245, -177490 5817245, -177490 5817165, -177410 5817165))"
162_42,EL6W028_2022_05_29__20_13_52|EL6W028_2022_05_19__20_10_41,248.5|71.4,"POLYGON ((-177410 5817725, -177410 5817805, -177490 5817805, -177490 5817725, -177410 5817725))"
162_43,EL6W028_2022_05_19__20_10_41,71.4,"POLYGON ((-177410 5817805, -177410 5817885, -177490 5817885, -177490 5817805, -177410 5817805))"
162_55,EL6W028_2022_05_29__20_13_52|EL6W028_2022_05_29__20_13_52,15.7|34.2,"POLYGON ((-177410 5818765, -177410 5818845, -177490 5818845, -177490 5818765, -177410 5818765))"
162_56,EL6W028_2022_05_29__20_13_52,34.2,"POLYGON ((-177410 5818845, -177410 5818925, -177490 5818925, -177490 5818845, -177410 5818845))"
162_62,EL6W028_2022_05_19__20_10_41,43.9,"POLYGON ((-177410 5819325, -177410 5819405, -177490 5819405, -177490 5819325, -177410 5819325))"
162_63,EL6W028_2022_05_19__20_10_41,43.9,"POLYGON ((-177410 5819405, -177410 5819485, -177490 5819485, -177490 5819405, -177410 5819405))"
162_98,EL6W028_2022_05_19__20_10_41|EL6W028_2022_05_19__20_10_41,340.5|317.4,"POLYGON ((-177410 5822205, -177410 5822285, -177490 5822285, -177490 5822205, -177410 5822205))"
163_18,EL6W028_2022_05_21__08_54_51|EL6W028_2022_05_21__08_54_51,227.6|226.3,"POLYGON ((-177330 5815805, -177330 5815885, -177410 5815885, -177410 5815805, -177330 5815805))"
163_19,EL6W028_2022_05_21__08_54_51|EL6W028_2022_05_21__08_54_51|EL6W028_2022_05_21__08_54_51|EL6W028_2022_05_21__07_54_51|EL6W028_2022_05_21__07_54_51,183.4|201.3|227.6|4.7|6.5,"POLYGON ((-177330 5815885, -177330 5815965, -177410 5815965, -177410 5815885, -177330 5815885))"
163_20,EL6W028_2022_05_21__08_54_51|EL6W028_2022_05_21__08_54_51|EL6W028_2022_05_21__07_54_51|EL6W028_2022_05_21__07_54_51,170.2|183.4|4.7|6.5,"POLYGON ((-177330 5815965, -177330 5816045, -177410 5816045, -177410 5815965, -177330 5815965))"
163_21,EL6W028_2022_05_21__08_54_51|EL6W028_2022_05_21__07_54_51|EL6W028_2022_05_21__07_54_51|EL6W028_2022_05_21__07_54_51|EL6W028_2022_05_21__07_54_51,170.2|4.7|349.9|6.5|348.0,"POLYGON ((-177330 5816045, -177330 5816125, -177410 5816125, -177410 5816045, -177330 5816045))"
163_22,EL6W028_2022_05_21__08_54_51|EL6W028_2022_05_21__07_54_51|EL6W028_2022_05_21__07_54_51|EL6W028_2022_05_21__07_54_51|EL6W028_2022_05_21__07_54_51|EL6W028_2022_05_21__07_54_51|EL6W028_2022_05_21__07_54_51,170.2|349.9|7.1|278.6|0.0|345.3|348.0,"POLYGON ((-177330 5816125, -177330 5816205, -177410 5816205, -177410 5816125, -177330 5816125))"
163_23,EL6W028_2022_05_27__20_13_39|EL6W028_2022_05_27__20_13_39|EL6W028_2022_05_21__08_54_51|EL6W028_2022_05_21__08_54_51|EL6W028_2022_05_21__08_54_51|EL6W028_2022_05_21__08_54_51|EL6W028_2022_05_21__08_54_51|EL6W028_2022_05_21__08_54_51|EL6W028_2022_05_21__08_54_51|EL6W028_2022_05_21__08_54_51|EL6W028_2022_05_21__08_54_51|EL6W028_2022_05_21__08_54_51|EL6W028_2022_05_21__08_54_51|EL6W028_2022_05_21__08_54_51|EL6W028_2022_05_21__08_54_51|EL6W028_2022_05_21__08_54_51|EL6W028_2022_05_21__07_54_51|EL6W028_2022_05_21__07_54_51|EL6W028_2022_05_21__07_54_51|EL6W028_2022_05_21__07_54_51|EL6W028_2022_05_21__07_54_51|EL6W028_2022_05_21__07_54_51|EL6W028_2022_05_21__07_54_51|EL6W028_2022_05_21__07_54_51|EL6W028_2022_05_21__07_54_51|EL6W028_2022_05_21__07_54_51|EL6W028_2022_05_21__07_54_51|EL6W028_2022_05_21__07_54_51|EL6W028_2022_05_21__07_54_51|EL6W028_2022_05_21__07_54_51|EL6W028_2022_05_21__07_54_51|EL6W028_2022_05_21__07_54_51|EL6W028_2022_05_21__07_54_51|EL6W028_2022_05_21__07_54_51,304.7|324.8|323.2|145.5|125.6|156.7|75.3|156.8|75.3|0.0|175.9|75.2|141.7|126.3|148.0|170.2|345.3|11.8|302.6|323.6|343.3|249.2|343.3|249.3|0.0|249.3|357.1|249.4|327.0|295.4|332.7|324.8|348.0|15.8,"POLYGON ((-177330 5816205, -177330 5816285, -177410 5816285, -177410 5816205, -177330 5816205))"
163_24,EL6W028_2022_05_27__20_13_39|EL6W028_2022_05_21__08_54_51|EL6W028_2022_05_21__08_54_51|EL6W028_2022_05_21__07_54_51,324.8|323.2|145.5|324.8,"POLYGON ((-177330 5816285, -177330 5816365, -177410 5816365, -177410 5816285, -177330 5816285))"
163_26,EL6W028_2022_05_21__07_54_51|EL6W028_2022_05_21__07_54_51|EL6W028_2022_05_21__07_54_51|EL6W028_2022_05_21__07_54_51|EL6W028_2022_05_21__07_54_51|EL6W028_2022_05_21__07_54_51|EL6W028_2022_05_21__07_54_51,43.8|14.6|342.8|320.4|297.6|274.6|242.2,"POLYGON ((-177330 5816445, -177330 5816525, -177410 5816525, -177410 5816445, -177330 5816445))"
163_35,EL6W028_2022_05_21__08_54_51|EL6W028_2022_05_21__08_54_51,239.1|205.1,"POLYGON ((-177330 5817165, -177330 5817245, -177410 5817245, -177410 5817165, -177330 5817165))"
163_36,EL6W028_2022_05_21__08_54_51,239.1,"POLYGON ((-177330 5817245, -177330 5817325, -177410 5817325, -177410 5817245, -177330 5817245))"
163_42,EL6W028_2022_05_29__20_13_52|EL6W028_2022_05_19__20_10_41,248.5|71.4,"POLYGON ((-177330 5817725, -177330 5817805, -177410 5817805, -177410 5817725, -177330 5817725))"
163_54,EL6W028_2022_05_29__20_13_52|EL6W028_2022_05_29__20_13_52,326.8|351.1,"POLYGON ((-177330 5818685, -177330 5818765, -177410 5818765, -177410 5818685, -177330 5818685))"
163_55,EL6W028_2022_05_29__20_13_52|EL6W028_2022_05_29__20_13_52,351.1|15.7,"POLYGON ((-177330 5818765, -177330 5818845, -177410 5818845, -177410 5818765, -177330 5818765))"
163_63,EL6W028_2022_05_19__20_10_41|EL6W028_2022_05_19__20_10_41,43.9|14.3,"POLYGON ((-177330 5819405, -177330 5819485, -177410 5819485, -177410 5819405, -177330 5819405))"
163_64,EL6W028_2022_05_19__20_10_41|EL6W028_2022_05_19__20_10_41|EL6W028_2022_05_19__20_10_41,14.3|347.1|335.2,"POLYGON ((-177330 5819485, -177330 5819565, -177410 5819565, -177410 5819485, -177330 5819485))"
163_97,EL6W028_2022_05_19__20_10_41|EL6W028_2022_05_19__20_10_41|EL6W028_2022_05_19__20_10_41|EL6W028_2022_05_19__20_10_41,42.1|15.9|0.2|340.5,"POLYGON ((-177330 5822125, -177330 5822205, -177410 5822205, -177410 5822125, -177330 5822125))"
163_98,EL6W028_2022_05_19__20_10_41,340.5,"POLYGON ((-177330 5822205, -177330 5822285, -177410 5822285, -177410 5822205, -177330 5822205))"
164_16,EL6W028_2022_05_21__07_54_51|EL6W028_2022_05_21__07_54_51|EL6W028_2022_05_21__07_54_51|EL6W028_2022_05_21__07_54_51|EL6W028_2022_05_21__07_54_51|EL6W028_2022_05_21__07_54_51|EL6W028_2022_05_21__07_54_51,179.5|162.3|145.4|86.2|29.0|9.5|356.9,"POLYGON ((-177250 5815645, -177250 5815725, -177330 5815725, -177330 5815645, -177250 5815645))"
164_17,EL6W028_2022_05_21__07_54_51|EL6W028_2022_05_21__07_54_51,179.5|356.9,"POLYGON ((-177250 5815725, -177250 5815805, -177330 5815805, -177330 5815725, -177250 5815725))"
